2007q1,0.930569283,1.504198072,5.26
2007q2,1.603208079,1.690793358,5.25
2007q3,1.494538056,2.732826507,5.07
2007q4,1.790208655,2.976385312,4.5
2008q1,0.341761073,2.927560962,3.18
2008q2,0.168550639,3.589091413,2.09
2008q3,-0.671942991,3.900026266,1.94
2008q4,-2.120431843,0.505839631,0.51
2009q1,-4.011608568,-1.476954527,0.18
2009q2,-3.665718561,-2.476720609,0.18
2009q3,-1.206380488,0.696814974,0.16
2009q4,1.15365146,2.166945651,0.12
2010q1,1.721013182,1.79497533,0.13
2010q2,2.357700021,0.902986587,0.19
2010q3,2.066251082,0.415820134,0.19
2010q4,2.263838894,1.06390554,0.19
2011q1,0.912681175,2.160744386,0.16
2011q2,0.965310225,2.99862468,0.09
2011q3,0.547390587,2.842110388,0.08
2011q4,2.056497806,2.22844534,0.07
2012q1,1.992087223,1.681773121,0.1
2012q2,2.246042889,1.233479803,0.15
2012q3,1.245632895,1.191449304,0.14
2012q4,0.607650946,1.315724508,0.16
2013q1,0.615194869,1.50999672,0.14
2013q2,0.774585171,0.981952637,0.12
2013q3,1.483955642,0.77986111,0.08
2013q4,1.950168791,0.842544891,0.09
2014q1,1.437325386,1.546077942,0.07
2014q2,1.822616769,1.514120875,0.09
2014q3,1.930290154,1.283036682,0.09
2014q4,2.678003206,0.623552252,0.1
