1959m2,0.737568152,-0.094772031,-0.006723497,-1.27863462
1959m3,0.84777819,-0.011075526,-0.026534648,-1.153582386
1959m4,0.826735644,0.063790112,-0.067894017,-1.103561492
1959m5,0.752466698,0.050496203,-0.114189485,-1.122319328
1959m6,0.450488445,-0.0003247,-0.283482206,-0.969130341
1959m7,0.063105074,-0.28044711,-0.468466309,-0.953498812
1959m8,-0.678281689,-0.722495397,-0.846404472,-0.934740977
1959m9,-0.022683494,-0.112186609,-0.372206138,-0.853457025
1959m10,-0.142205499,-0.392014811,-0.459807862,-0.784678296
1959m11,0.261538112,-0.183262128,-0.250017039,-0.778425684
1959m12,1.454704028,0.368275712,0.529575204,-0.78155199
1960m1,0.720837439,-0.051510991,-0.001266196,-0.78155199
1960m2,0.166104517,-0.110121861,-0.464997565,-0.787804602
1960m3,-0.367811791,-0.462764257,-0.646923363,-0.828446578
1960m4,0.240276712,-0.143137427,-0.243831169,-0.803436131
1960m5,-0.276243425,-0.441136211,-0.380717194,-0.825320272
1960m6,-0.302917742,-0.556876487,-0.495623384,-0.991014482
1960m7,-0.237553411,-0.467034531,-0.39502439,-1.019151235
1960m8,-0.132967143,-0.458975927,-0.333234217,-1.097308881
1960m9,-0.282521185,-0.57514468,-0.430910051,-1.216108503
1960m10,-0.177278485,-0.447606616,-0.311259921,-1.256750479
1960m11,-0.430325974,-0.648744179,-0.464430067,-1.266129397
1960m12,-0.720077457,-0.770671972,-0.512393976,-1.409939466
1961m1,-0.019195389,-0.680008852,-0.136097355,-1.575633676
1961m2,-0.27172344,-0.643276162,-0.209183413,-1.234866338
1961m3,0.301847732,-0.509689536,-0.010468503,-1.397434242
1961m4,0.389437597,-0.575059057,0.109174604,-1.560002146
1961m5,0.537257284,-0.333367357,0.081299394,-1.409939466
1961m6,0.580895855,-0.280091465,0.12004589,-1.488097112
1961m7,0.352274795,-0.388428084,0.001490485,-1.666296545
1961m8,0.509131454,-0.282277277,0.053578313,-1.403686854
1961m9,0.170947863,-0.414946204,-0.253146332,-1.441202524
1961m10,0.640078094,-0.267620706,0.083302225,-1.322402902
1961m11,0.70797839,-0.235293438,0.056789492,-1.209855891
1961m12,0.46663885,-0.247952486,-0.11300785,-1.300518761
1962m1,0.017142597,-0.365534596,-0.449830666,-1.359918572
1962m2,0.652176695,-0.085028976,-0.015310105,-1.288013538
1962m3,0.360986885,-0.196221353,-0.207273972,-1.184845445
